Env,Rep,Block,Genotype,Female,Male,PED,PHT,EHT,LAE,LAT,LATP,LAI,DTA,DTS,ASI,SDL,SDU,TW,TSL,TBN,KW,KL,KD,KS,KPP,CAN,ZIP,SC,PBP,LDR,LDS,EL,FILL,STG,EW,ERW,KRW,TWA,IPY,TGY
MF1500,3,2,130,MOB-C1-059-DH-002,RHM-C1-036-DH-008,MOB-C1-059-DH-002 X RHM-C1-036-DH-008, , , , , , , , , , , , , , , , , , , , , ,74, , , , , , , , , , , , 
MF1500,1,12,131,MOB-C1-059-DH-003,RHM-C1-036-DH-019,MOB-C1-059-DH-003 X RHM-C1-036-DH-019,224,95,678.32,3544.27,18267.84,3.880423472,64,64,0, ,7.986666667,1.7,36.9,4.5,71.5,99.5,41,291684.25,400.32,59,22,89,0,0,0,153.8,112.4,4,38.6,14.4,27.8,58.00899408,0.087989616,9634.916839
MF1500,2,15,131,MOB-C1-059-DH-003,RHM-C1-036-DH-019,MOB-C1-059-DH-003 X RHM-C1-036-DH-019, , , , , , , , , , , , , , , , , , , , , ,79, , , , , , , , , , , , 
MF1500,3,9,131,MOB-C1-059-DH-003,RHM-C1-036-DH-019,MOB-C1-059-DH-003 X RHM-C1-036-DH-019, , , , , , , , , , , , , , , , , , , , , ,80, , , , , , , , , , , , 
MF1500,1,15,132,MOB-C1-010-DH-003,RHM-C1-036-DH-026,MOB-C1-010-DH-003 X RHM-C1-036-DH-026,240,113,656.21,3428.78,17062.04,3.669618624,62,63,1, ,9.053333333,2,37.35,12,70.5,121,39,332689.5,554.88,57,22,87,0,0,2.3,164.6,128.8,2,47.2,20.4,27.2,57.07633136,0.091138115,9755.417017
MF1500,2,18,132,MOB-C1-010-DH-003,RHM-C1-036-DH-026,MOB-C1-010-DH-003 X RHM-C1-036-DH-026, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
MF1500,3,8,132,MOB-C1-010-DH-003,RHM-C1-036-DH-026,MOB-C1-010-DH-003 X RHM-C1-036-DH-026, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
MF1500,1,16,133,MOB-C1-059-DH-008,MOB-C1-036-SSD-001,MOB-C1-059-DH-008 X MOB-C1-036-SSD-001,260,122,773.52,4041.74,20175.04,4.773108207,66,67,1, ,6.83,2.2,44.35,7,62,103,45,287370,667.36,56,18,96,0,0,0,174.6,151,4,39.6,19.4,34.4,58.51940828,0.090854219,10731.0662
MF1500,2,15,133,MOB-C1-059-DH-008,MOB-C1-036-SSD-001,MOB-C1-059-DH-008 X MOB-C1-036-SSD-001,260,110,793.28,4144.97,19178.81,4.844029046,65,68,3, ,7.273333333,2.35,44.05,9.5,60.5,111,47,315628.5,554.84,55,4,95,0,0,0,175.4,145.4,5,42.8,19.4,28.6,59.29846154,0.098014599,11456.20864
MF1500,3,8,133,MOB-C1-059-DH-008,MOB-C1-036-SSD-001,MOB-C1-059-DH-008 X MOB-C1-036-SSD-001, , , , , , , , , , , , , , , , , , , , , ,76, , , , , , , , , , , , 
MF1500,1,6,134,MOB-C1-059-DH-008,MOB-C1-061-SSD-014,MOB-C1-059-DH-008 X MOB-C1-061-SSD-014,260,117,775.56,4052.4,20488.03,4.337037221,66,66,0, ,8.966666667,2.6,45.35,8.5,70,117.5,38.5,316662.5,594,57,0,89,1.12,0,0,172.4,143.2,3,43.8,18,33,58.51254438,0.0917643,9822.443785
MF1500,2,1,134,MOB-C1-059-DH-008,MOB-C1-061-SSD-014,MOB-C1-059-DH-008 X MOB-C1-061-SSD-014,249,126,773.11,4039.59,14394.73,4.571804164,66,67,1, ,8.41,2.1,43.65,9,69.5,123,39.5,337665.75,511.68,57,0,92,0,0,0,167.4,147,4,44.6,16.4,31.2,55.87597633,0.127269888,14405.88796
MF1500,3,16,134,MOB-C1-059-DH-008,MOB-C1-061-SSD-014,MOB-C1-059-DH-008 X MOB-C1-061-SSD-014,225,160,910.39,4756.88,17455.66,5.266554907,66,67,1, ,8.806666667,3.1,51.1,8.5,73,129.5,43,406500.5,630.08,64,0,90,0,0,0,198,176.6,7,47.2,17.6,35.8,54.67029586,0.123588242,13685.04425
MF1500,1,18,135,RHM-C1-007-DH-006,RHM-C1-036-DH-051,RHM-C1-007-DH-006 X RHM-C1-036-DH-051,237,105,589.23,3078.77,15448.16,3.408643101,61,62,1, ,8.2,1.4,39.9,5.5,63.5,105,38.5,256698.75,441.56,55,36,90,0,0,0,145.8,119.4,3,42,16.6,26.6,58.37964497,0.090384046,10008.31186
MF1500,2,8,135,RHM-C1-007-DH-006,RHM-C1-036-DH-051,RHM-C1-007-DH-006 X RHM-C1-036-DH-051, , , , , , , , , , , , , , , , , , , , , ,80, , , , , , , , , , , , 
MF1500,3,17,135,RHM-C1-007-DH-006,RHM-C1-036-DH-051,RHM-C1-007-DH-006 X RHM-C1-036-DH-051,237,116,572.75,2992.69,13089.72,3.386975701,63,66,3, ,7.176666667,2.3,40,8.5,62,109.5,44.5,302110.5,555.68,62,18,92,0,0,0,159.4,122.8,3,40.6,18.4,30.2,57.10260355,0.103686792,11736.47858
MF1500,1,1,137,MOB-C1-010-DH-003,RHM-C1-035-DH-022,MOB-C1-010-DH-003 X RHM-C1-035-DH-022, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
MF1500,2,7,137,MOB-C1-010-DH-003,RHM-C1-035-DH-022,MOB-C1-010-DH-003 X RHM-C1-035-DH-022, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
MF1500,3,18,137,MOB-C1-010-DH-003,RHM-C1-035-DH-022,MOB-C1-010-DH-003 X RHM-C1-035-DH-022,245,103,636.97,3328.23,13310.66,3.602950361,65,67,2, ,6.133333333,1.2,30.75,8.5,67,118,42.5,336005,579.6,59,2,88,0,0,2.27,163.8,147,2,46.2,18,32.2,58.68213018,0.113397999,12277.63191
MF1500,1,9,138,MOB-C1-007-SSD-008,MOB-C1-061-SSD-001,MOB-C1-007-SSD-008 X MOB-C1-061-SSD-001,280,144,686.53,3587.21,14407.75,3.97155669,67,68,1, ,7.666666667,1.55,37.1,10,67.25,113,42.75,324867.9375,543.6,52,14,90,2.22,0,0,143.2,113.2,4,46.6,18,30.2,61.23798817,0.112914982,12503.18397
MF1500,2,6,138,MOB-C1-007-SSD-008,MOB-C1-061-SSD-001,MOB-C1-007-SSD-008 X MOB-C1-061-SSD-001,266,150,770.49,4025.9,11317.01,4.407735447,69,69,0, ,7.876666667,1.9,35.05,10.5,72.5,123.5,39,349196.25,477.12,54,0,89,1.12,0,0,145.4,123, ,47,16.8,28.4,53.14366864,0.161332956,17666.05755
MF1500,3,7,138,MOB-C1-007-SSD-008,MOB-C1-061-SSD-001,MOB-C1-007-SSD-008 X MOB-C1-061-SSD-001,263,125,651.26,3402.88,11812.7,4.018648703,68,68,0, ,7.183333333,1.3,33.1,10,63.5,112.5,39,278606.25,585.12,53,0,96,3.13,0,0,150.4,119.6,5,44.4,18.4,31.8,59.38840237,0.130643812,15430.73531
MF1500,1,15,140,RHM-C1-007-DH-002,MOB-C1-036-SSD-019,RHM-C1-007-DH-002 X MOB-C1-036-SSD-019, , , , , , , , , , , , , , , , , , , , , ,81, , , , , , , , , , , , 
MF1500,2,5,140,RHM-C1-007-DH-002,MOB-C1-036-SSD-019,RHM-C1-007-DH-002 X MOB-C1-036-SSD-019,221,105,748.52,3911.07,14454.05,4.233901745,64,66,2, ,6.616666667,2.65,42.75,6.5,70,114.5,42.5,340637.5,512.56,61,4,88,0,0,0,173.2,131.2,3,45.2,17.2,29.8,59.12994083,0.122715081,13286.39481
MF1500,3,11,140,RHM-C1-007-DH-002,MOB-C1-036-SSD-019,RHM-C1-007-DH-002 X MOB-C1-036-SSD-019,258,100,732.82,3829.04,17309.06,4.1921998,64,65,1, ,7.82,1.75,39.95,8,72,106.5,42,322056,626.56,59,0,89,0,0,0,177.4,138.4,2,45,17.6,35.6,58.27881657,0.100324707,10985.61687
MF1500,1,17,141,MOB-C1-010-DH-003,RHM-C1-036-DH-027,MOB-C1-010-DH-003 X RHM-C1-036-DH-027,262,129,763.31,3988.39,19589.19,4.661042706,64,65,1, ,8.073333333,1.8,42.3,10.5,73,116,41,347188,547.2,53,0,95,0,0,17.89,162,129.6,2,46,18,30.4,58.04591716,0.092336293,10792.51308
MF1500,2,3,141,MOB-C1-010-DH-003,RHM-C1-036-DH-027,MOB-C1-010-DH-003 X RHM-C1-036-DH-027, , , , , , , , , , , , , , , , , , , , , ,51, , , , , , , , , , , , 
MF1500,3,12,141,MOB-C1-010-DH-003,RHM-C1-036-DH-027,MOB-C1-010-DH-003 X RHM-C1-036-DH-027,260,137,749.9,3918.3,13000.48,4.241726417,66,67,1, ,8.633333333,1.4,40.65,7,72,128.5,39.5,365454,598.08,58,4,88,0,0,1.14,180.8,147,5,48.8,17.8,33.6,55.63076923,0.136687822,14799.22727
MF1500,1,19,142,MOB-C1-007-SSD-020,MOB-C1-035-SSD-024,MOB-C1-007-SSD-020 X MOB-C1-035-SSD-024,269,131,724.24,3784.23,13799.68,4.05003138,66,67,1, ,9.19,2.2,41.3,12,70.5,119,43.5,364943.25,499.28,60,0,87,1.15,0,0,178.6,160.2,5,45.2,15.8,31.6,58.24852071,0.124365379,13312.06088
MF1500,2,5,142,MOB-C1-007-SSD-020,MOB-C1-035-SSD-024,MOB-C1-007-SSD-020 X MOB-C1-035-SSD-024,252,130,790.29,4129.33,15169.8,4.470169131,65,67,2, ,6.28,3.15,42.9,14,71,117,41,340587,577.28,57,2,88,0,0,3.41,173.4,162.2,3,44.6,16.4,35.2,58.04142012,0.123449903,13365.95415
MF1500,3,17,142,MOB-C1-007-SSD-020,MOB-C1-035-SSD-024,MOB-C1-007-SSD-020 X MOB-C1-035-SSD-024,264,111,750.65,3922.2,19300.98,4.631945296,64,65,1, ,8.82,1.55,36.05,7.5,73.5,114.5,41,345045.75,550.4,53,6,96,1.04,0,2.08,174.8,142.6,3,42.8,16,34.4,59.94556213,0.092159924,10885.28702
MF1500,1,6,143,MOB-C1-059-DH-010,RHM-C1-035-DH-039,MOB-C1-059-DH-010 X RHM-C1-035-DH-039, , , , , , , , , , , , , , , , , , , , , ,84, , , , , , , , , , , , 
MF1500,2,18,143,MOB-C1-059-DH-010,RHM-C1-035-DH-039,MOB-C1-059-DH-010 X RHM-C1-035-DH-039,235,120,653.93,3416.85,18177.88,3.993112033,62,62,0, ,6.766666667,1.9,40.6,4,72.5,106,40.5,311242.5,438.08,62,0,95,0,0,0,176.4,145,4,42.6,14.8,29.6,57.63905325,0.085246013,9963.782216
MF1500,3,10,143,MOB-C1-059-DH-010,RHM-C1-035-DH-039,MOB-C1-059-DH-010 X RHM-C1-035-DH-039,222,96,569.43,2975.33,21146.45,3.513728532,60,61,1, ,7.44,1.9,39.2,4.5,76.5,109,43.5,362724.75,424.32,60,0,96,5.21,0,0,158.4,136,3,40.8,15.6,27.2,58.99739645,0.063810021,7536.794324
MF1500,1,7,144,MOB-C1-059-DH-010,RHM-C1-036-DH-026,MOB-C1-059-DH-010 X RHM-C1-036-DH-026, , , , , , , , , , , , , , , , , , , , , ,77, , , , , , , , , , , , 
MF1500,2,17,144,MOB-C1-059-DH-010,RHM-C1-036-DH-026,MOB-C1-059-DH-010 X RHM-C1-036-DH-026,230,95,674.19,3522.69,20178,4.030136316,60,61,1, ,9.236666667,1.85,42.25,5,78,119.5,42.5,396142.5,442.8,57,18,93,0,0,3.23,170.8,119.8,4,48,16.4,27,57.10177515,0.079174989,9059.359725
MF1500,3,19,144,MOB-C1-059-DH-010,RHM-C1-036-DH-026,MOB-C1-059-DH-010 X RHM-C1-036-DH-026,210,112,675.31,3528.56,19316.07,3.733002324,60,60,0, ,7.32,1.7,37.8,5.5,78,118,45.5,418782,393.6,60,8,86,1.16,0,12.79,160.4,134.6,3,47.4,16.4,24,57.53964497,0.082845788,8765.878126
MF1500,1,6,146,MOB-C1-010-DH-001,MOB-C1-061-SSD-009,MOB-C1-010-DH-001 X MOB-C1-061-SSD-009, , , , , , , , , , , , , , , , , , , , , ,63, , , , , , , , , , , , 
MF1500,2,18,146,MOB-C1-010-DH-001,MOB-C1-061-SSD-009,MOB-C1-010-DH-001 X MOB-C1-061-SSD-009,249,130,771,4028.55,17089.27,4.361076234,65,67,2, ,8.853333333,1.75,42.5,9,72,126,36,326592,517.92,56,0,88,0,0,0,172.2,143,4,44.8,15.6,33.2,58.58106509,0.106909646,11575.1361
MF1500,3,7,146,MOB-C1-010-DH-001,MOB-C1-061-SSD-009,MOB-C1-010-DH-001 X MOB-C1-061-SSD-009, , , , , , , , , , , , , , , , , , , , , ,73, , , , , , , , , , , , 
MF1500,1,12,147,MOB-C1-059-DH-008,MOB-C1-035-SSD-024,MOB-C1-059-DH-008 X MOB-C1-035-SSD-024,250,111,702.65,3671.43,14408.82,4.155139094,67,70,3, ,7.4,1.75,39.55,8.5,67.5,109.5,45,332606.25,557.28,59,0,92,0,0,0,165.4,143.8,4,41,17.2,32.4,58.28307692,0.115557637,13080.15899
MF1500,2,14,147,MOB-C1-059-DH-008,MOB-C1-035-SSD-024,MOB-C1-059-DH-008 X MOB-C1-035-SSD-024,245,120,752.02,3929.38,14771.5,4.640419596,67,68,1, ,8.556666667,2.15,40.7,7.5,73,116.5,42.5,361441.25,577.28,57,4,96,0,0,2.08,170.4,159.8,4,43.4,17.6,32.8,55.83360947,0.120639864,14249.13876
MF1500,3,17,147,MOB-C1-059-DH-008,MOB-C1-035-SSD-024,MOB-C1-059-DH-008 X MOB-C1-035-SSD-024,255,136,788.18,4118.34,19945.16,4.8635693,65,68,3, ,8.376666667,2.35,40.7,9.5,63,105,44,291060,464.8,60,2,96,1.04,0,1.04,177.4,156.2,3,41.6,16.6,28,59.16686391,0.093643078,11060.46685
MF1500,1,11,149,MOB-C1-059-DH-010,MOB-C1-036-SSD-019,MOB-C1-059-DH-010 X MOB-C1-036-SSD-019,241,115,662.91,3463.79,17204.14,4.005357045,62,62,0, ,8.51,2.1,42.95,4,72.5,108,41,321030,409.92,62,0,94,1.06,0,0,160.6,124.2,3,42.8,16.8,24.4,59.19692308,0.09130823,10560.00981
MF1500,2,13,149,MOB-C1-059-DH-010,MOB-C1-036-SSD-019,MOB-C1-059-DH-010 X MOB-C1-036-SSD-019,213,97,662.09,3459.49,15742.49,3.702481603,64,64,0, ,8.536666667,2.15,39.95,5,74.5,114.5,40.5,345475.125,376.96,62,14,87,0,0,0,156.8,128.4,5,44.2,15.2,24.8,57.93585799,0.099661975,10667.81032
MF1500,3,6,149,MOB-C1-059-DH-010,MOB-C1-036-SSD-019,MOB-C1-059-DH-010 X MOB-C1-036-SSD-019,220,100,606.1,3166.93,17507.32,3.545212766,60,61,1, ,6.536666667,2.15,38.9,5,80,109.5,38.5,337260,416.56,60,2,91,2.2,0,0,159.8,111.8,2,41.6,16.4,25.4,56.56473373,0.082037184,9184.989878
MF1500,1,14,150,MOB-C1-010-DH-003,RHM-C1-036-DH-020,MOB-C1-010-DH-003 X RHM-C1-036-DH-020,245,130,684.73,3577.77,12270.79,3.741043824,66,68,2, ,7.37,2.1,38.1,10,69,121,37,308913,710.64,55,0,87,0,0,8.05,181.8,148.2,4,47.2,18.8,37.8,57.92449704,0.135341509,14153.91178
MF1500,2,5,150,MOB-C1-010-DH-003,RHM-C1-036-DH-020,MOB-C1-010-DH-003 X RHM-C1-036-DH-020,245,140,744.82,3891.74,15660.72,4.548095965,68,69,1, ,8.356666667,1.65,32.85,7.5,63,114.5,33.5,241652.25,537.6,55,8,95,0,0,2.11,131.6,103.2,3,43.4,19.2,28,56.14721893,0.112699922,13172.66861
MF1500,3,19,150,MOB-C1-010-DH-003,RHM-C1-036-DH-020,MOB-C1-010-DH-003 X RHM-C1-036-DH-020,266,160,677.66,3540.86,21183.19,4.181593855,68,69,1, ,6.533333333,1.2,31.55,10.5,65.5,115,40,301300,589.36,57,16,96,0,0,2.08,137.6,114,3,46.4,21.2,27.8,56.11692308,0.07580689,8953.780772
MF1500,1,10,151,MOB-C1-007-SSD-023,MOB-C1-035-SSD-028,MOB-C1-007-SSD-023 X MOB-C1-035-SSD-028,220,132,615.42,3215.61,15451.85,3.797494162,62,63,1, ,6.536666667,1.9,41.8,7.5,64,112,45.5,326144,462.84,58,4,96,0,0,0,155.2,121.4,4,42.2,17.4,26.6,60.64923077,0.094378878,11147.37435
MF1500,2,18,151,MOB-C1-007-SSD-023,MOB-C1-035-SSD-028,MOB-C1-007-SSD-023 X MOB-C1-035-SSD-028,227,100,631.21,3298.15,16875.74,3.854396582,64,65,1, ,8.703333333,1.45,39.45,6,69.5,116.5,41.5,336015.125,464,60,0,95,0,0,1.05,162.8,126.4,5,44.6,16,29,59.23384615,0.088633785,10359.75407
MF1500,3,18,151,MOB-C1-007-SSD-023,MOB-C1-035-SSD-028,MOB-C1-007-SSD-023 X MOB-C1-035-SSD-028,225,117,488.91,2554.62,13108.41,3.016891855,62,63,1, ,6.993333333,1.35,43.85,6.5,67,112.5,41,309037.5,416.56,60,2,96,1.04,0,3.13,159.8,121.2,3,43.4,16.4,25.4,59.11680473,0.088382808,10439.1604
MF1500,1,19,152,MOB-C1-010-DH-001,RHM-C1-036-DH-001,MOB-C1-010-DH-001 X RHM-C1-036-DH-001,240,115,643.47,3362.2,19454.07,3.970600246,62,64,2, ,7.006666667,2,43.25,11.5,74.5,110,42.5,348287.5,388.08,65,22,96,0,0,1.04,144.2,130.2,2,43.8,15.4,25.2,61.18828402,0.07837973,9257.666692
MF1500,2,9,152,MOB-C1-010-DH-001,RHM-C1-036-DH-001,MOB-C1-010-DH-001 X RHM-C1-036-DH-001,205,96,657.3,3434.44,14663.85,3.971420851,65,67,2, ,7.95,2.85,44.95,7,71.5,102.5,42.5,311471.875,445.56,59,28,94,0,0,0,143.4,116.4,4,39.2,15.8,28.2,57.77798817,0.106218353,12284.40033
MF1500,3,4,152,MOB-C1-010-DH-001,RHM-C1-036-DH-001,MOB-C1-010-DH-001 X RHM-C1-036-DH-001,240,99,684.98,3579.11,22378.1,4.050647584,62,67,5, ,7.94,2.3,47.15,7.5,72.5,109.5,38.5,305641.875,441.56,60,28,92,4.35,0,0,147.2,108,1,40.8,16.6,26.6,59.88662722,0.072534193,8210.26463
MF1500,1,9,153,MOB-C1-007-SSD-026,MOB-C1-061-SSD-009,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-009,256,150,782.05,4086.29,18206.86,4.37331139,63,67,4, ,6.25,2.6,46.8,13,68,101.25,45.5,313267.5,495.36,51,0,87,0,0,2.3,166.2,140.8,2,41.6,17.2,28.8,58.01183432,0.101785424,10895.10413
MF1500,2,13,153,MOB-C1-007-SSD-026,MOB-C1-061-SSD-009,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-009,263,117,791.39,4135.07,17580.31,4.679863484,69,71,2, ,7.986666667,1.2,36.85,11,74,106.5,42,331002,467.68,57,20,92,0,0,4.35,157,145.8,5,40.8,14.8,31.6,56.89727811,0.10667145,12074.31691
MF1500,3,2,153,MOB-C1-007-SSD-026,MOB-C1-061-SSD-009,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-009, , , , , , , , , , , , , , , , , , , , , ,24, , , , , , , , , , , , 
MF1500,1,2,154,MOB-C1-007-SSD-029,MOB-C1-036-SSD-025,MOB-C1-007-SSD-029 X MOB-C1-036-SSD-025,245,120,816.82,4267.98,18122.66,4.830283162,67,69,2, ,7.916666667,2.6,40.25,9.5,82.5,110,43,390225,431.68,56,26,92,1.09,0,0,161.4,142.4,5,41.4,14.2,30.4,56.39573964,0.106805162,12089.45196
MF1500,2,2,154,MOB-C1-007-SSD-029,MOB-C1-036-SSD-025,MOB-C1-007-SSD-029 X MOB-C1-036-SSD-025,240,105,800.94,4184.99,12237.43,4.942285672,69,71,2, ,8.206666667,1.95,36.85,9.5,78,108.5,40.5,342751.5,430.32,57,0,96,0,0,0,176,145.4,7,41.8,13.2,32.6,50.26828402,0.155094249,18318.65027
MF1500,3,15,154,MOB-C1-007-SSD-029,MOB-C1-036-SSD-025,MOB-C1-007-SSD-029 X MOB-C1-036-SSD-025, , , , , , , , , , , , , , , , , , , , , ,84, , , , , , , , , , , , 
MF1500,1,4,155,MOB-C1-007-SSD-022,MOB-C1-035-SSD-027,MOB-C1-007-SSD-022 X MOB-C1-035-SSD-027, , , , , , , , , , , , , , , , , , , , , ,79, , , , , , , , , , , , 
MF1500,2,2,155,MOB-C1-007-SSD-022,MOB-C1-035-SSD-027,MOB-C1-007-SSD-022 X MOB-C1-035-SSD-027, , , , , , , , , , , , , , , , , , , , , ,71, , , , , , , , , , , , 
MF1500,3,19,155,MOB-C1-007-SSD-022,MOB-C1-035-SSD-027,MOB-C1-007-SSD-022 X MOB-C1-035-SSD-027,241,130,564.11,2947.53,12135.51,3.480900904,64,65,1, ,7.466666667,1.65,40,6,69,112,44,340032,626.4,62,12,96,0,0,0,157.2,143.4,4,43,18,34.8,59.79940828,0.110151861,13010.36905
MF1500,1,13,156,MOB-C1-059-DH-010,RHM-C1-035-DH-033,MOB-C1-059-DH-010 X RHM-C1-035-DH-033, , , , , , , , , , , , , , , , , , , , , ,81, , , , , , , , , , , , 
MF1500,2,18,156,MOB-C1-059-DH-010,RHM-C1-035-DH-033,MOB-C1-059-DH-010 X RHM-C1-035-DH-033,204,92,685.54,3582.02,23604.65,4.230197667,59,60,1, ,7.526666667,1.15,38.65,3.5,72,106,44.5,339624,444.8,59,2,96,0,0,0,162.2,133.6,4,43,16,27.8,59.7112426,0.068821034,8128.660202
MF1500,3,17,156,MOB-C1-059-DH-010,RHM-C1-035-DH-033,MOB-C1-059-DH-010 X RHM-C1-035-DH-033,224,92,690.96,3610.34, ,4.263642355,60,61,1, ,7.73,1.45,37.1,3.5,69.44444444,100.5555556,42.61111111,297554.4411,380,60,0,96,8.33,0,0,152.4,115,3,40.4,15.2,25,57.53940828,0.053665612,6338.607512
MF1500,1,14,157,MOB-C1-010-DH-003,RHM-C1-035-DH-012,MOB-C1-010-DH-003 X RHM-C1-035-DH-012, , , , , , , , , , , , , , , , , , , , , ,84, , , , , , , , , , , , 
MF1500,2,8,157,MOB-C1-010-DH-003,RHM-C1-035-DH-012,MOB-C1-010-DH-003 X RHM-C1-035-DH-012, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
MF1500,3,15,157,MOB-C1-010-DH-003,RHM-C1-035-DH-012,MOB-C1-010-DH-003 X RHM-C1-035-DH-012,215,112,651.85,3405.98,14742.27,3.645218374,64,65,1, ,6.636666667,1.5,34.65,7.5,69.5,113.5,42.5,335250.625,527.52,59,6,87,0,0,2.3,164.6,128.4,3,42,16.8,31.4,60.63905325,0.10477781,11215.40887
MF1500,1,11,158,MOB-C1-059-DH-002,RHM-C1-036-DH-002,MOB-C1-059-DH-002 X RHM-C1-036-DH-002,275,151,608.95,3181.81,15434.96,3.522722191,65,66,1, ,7.86,1.55,36.45,5,70,101,41,289870,441.6,63,0,90,0,0,0,157.6,123,2,40.6,16,27.6,59.98698225,0.093488858,10352.11073
MF1500,2,8,158,MOB-C1-059-DH-002,RHM-C1-036-DH-002,MOB-C1-059-DH-002 X RHM-C1-036-DH-002,250,103,604.94,3160.87,15432.89,3.693962952,62,64,2, ,6.66,1.9,44.85,4,74,97.5,41.5,299422.5,408.72,54,2,95,0,0,2.11,165.2,115.2,3,41.8,15.6,26.2,59.0087574,0.092886182,10856.78555
MF1500,3,2,158,MOB-C1-059-DH-002,RHM-C1-036-DH-002,MOB-C1-059-DH-002 X RHM-C1-036-DH-002, , , , , , , , , , , , , , , , , , , , , ,72, , , , , , , , , , , , 
MF1500,1,15,159,MOB-C1-007-SSD-021,MOB-C1-035-SSD-026,MOB-C1-007-SSD-021 X MOB-C1-035-SSD-026,248,122,670.96,3505.85,19758.69,4.140250791,66,67,1, ,8.15,2.1,46.05,10,61,103,41.5,260744.5,571.52,56,12,96,0,0,15.63,150.2,120.4,2,42.2,18.8,30.4,58.8608284,0.080468648,9504.395048
MF1500,2,7,159,MOB-C1-007-SSD-021,MOB-C1-035-SSD-026,MOB-C1-007-SSD-021 X MOB-C1-035-SSD-026, , , , , , , , , , , , , , , , , , , , , ,66, , , , , , , , , , , , 
MF1500,3,20,159,MOB-C1-007-SSD-021,MOB-C1-035-SSD-026,MOB-C1-007-SSD-021 X MOB-C1-035-SSD-026,233,130,689.23,3601.31,28611.9,4.252987774,66,67,1, ,7.036666667,1.75,39.5,6.5,66,107.5,36.5,258967.5,537.56,59,14,96,0,0,35.42,143.8,120.8,1,41.2,17.8,30.2,60.05254438,0.057082846,6742.227326
MF1500,1,5,160,MOB-C1-059-DH-005,RHM-C1-035-DH-039,MOB-C1-059-DH-005 X RHM-C1-035-DH-039, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
MF1500,2,17,160,MOB-C1-059-DH-005,RHM-C1-035-DH-039,MOB-C1-059-DH-005 X RHM-C1-035-DH-039,240,121,740.4,3868.66,17407.42,4.568717147,64,66,2, ,7.28,2.05,42.8,4.5,61.5,99.5,32.5,198875.625,528.96,62,0,96,0,1.04,0,153.6,131.6,4,42.4,15.2,34.8,58.87893491,0.100790127,11904.62633
MF1500,3,8,160,MOB-C1-059-DH-005,RHM-C1-035-DH-039,MOB-C1-059-DH-005 X RHM-C1-035-DH-039,240,99,683.97,3573.81,17980.85,4.220509815,62,64,2, ,9.12,1.75,42.35,4.5,68,103,37.5,262650,544.48,60,0,96,0,0,0,162.4,149.4,3,39.2,16.4,33.2,58.36899408,0.090139037,10646.5939
MF1500,1,2,161,MOB-C1-007-SSD-009,MOB-C1-061-SSD-013,MOB-C1-007-SSD-009 X MOB-C1-061-SSD-013,256,130,772.87,4038.34,18976.94,4.769097312,66,67,1, ,8.043333333,2.2,39.75,12.5,64.5,102.5,37,244616.25,513.92,55,0,96,0,0,0,134.2,127.6,2,43.8,17.6,29.2,59.89207101,0.096509069,11398.97772
MF1500,2,15,161,MOB-C1-007-SSD-009,MOB-C1-061-SSD-013,MOB-C1-007-SSD-009 X MOB-C1-061-SSD-013,264,115,646.87,3379.98,13770.4,3.991600877,64,66,2, ,7.573333333,1.5,41,7.5,54,105,40,226800,533.92,54,8,96,0,0,1.04,140.8,122.4,3,43.6,18.8,28.4,61.38023669,0.111316289,13147.90312
MF1500,3,1,161,MOB-C1-007-SSD-009,MOB-C1-061-SSD-013,MOB-C1-007-SSD-009 X MOB-C1-061-SSD-013, , , , , , , , , , , , , , , , , , , , , ,74, , , , , , , , , , , , 
MF1500,1,13,162,MOB-C1-007-SSD-003,MOB-C1-036-DH-062,MOB-C1-007-SSD-003 X MOB-C1-036-DH-062,268,111,681.72,3562.06,13760.2,4.118987909,64,65,1, ,8.223333333,1.25,37.35,8.5,65.5,125,43.25,354109.375,570.3333333,60,1.6666667,94,0,0,6.38,157.5,119.1666667,6,51.5,19.66666667,29,58.84615385,0.117399759,13577.55603
MF1500,2,11,162,MOB-C1-007-SSD-003,MOB-C1-036-DH-062,MOB-C1-007-SSD-003 X MOB-C1-036-DH-062,261,111,737.52,3853.6,12475.73,4.171681462,65,67,2, ,7.946666667,2,41.25,9,62,120,37.5,279000,511.36,55,2,88,0,0,0,147,120,5,47.8,18.8,27.2,56.64568047,0.140085036,15167.04453
MF1500,3,11,162,MOB-C1-007-SSD-003,MOB-C1-036-DH-062,MOB-C1-007-SSD-003 X MOB-C1-036-DH-062,262,112,694.92,3631.01,11765.27,3.841384744,65,65,0, ,8.006666667,1.8,41,6,69.5,118,39.5,323939.5,582.8,60,0,86,0,0,0,170.2,134.8,4,48.6,18.8,31,59.21751479,0.139964149,14809.54797
